id,community_id,start_year,end_year,is_most_recent,geo_src,e_pop_age_total,m_pop_age_total,e_pop_age_under_5,m_pop_age_under_5,e_pop_age_5_9,m_pop_age_5_9,e_pop_age_10_14,m_pop_age_10_14,e_pop_age_15_19,m_pop_age_15_19,e_pop_age_20_24,m_pop_age_20_24,e_pop_age_25_34,m_pop_age_25_34,e_pop_age_35_44,m_pop_age_35_44,e_pop_age_45_54,m_pop_age_45_54,e_pop_age_55_59,m_pop_age_55_59,e_pop_age_60_64,m_pop_age_60_64,e_pop_age_65_74,m_pop_age_65_74,e_pop_age_75_84,m_pop_age_75_84,e_pop_age_85_plus,m_pop_age_85_plus,e_pop_age_median_age,m_pop_age_median_age,e_pop_age_under_18,m_pop_age_under_18,e_pop_age_18_plus,m_pop_age_18_plus,e_pop_age_21_plus,m_pop_age_21_plus,e_pop_age_62_plus,m_pop_age_62_plus,e_pop_age_65_plus,m_pop_age_65_plus,e_pop_total,m_pop_total,e_pop_male,m_pop_male,e_pop_female,m_pop_female
616,{98B27D83-9E27-4EE6-A6AB-CEED07523629},2019,2023,1,P,48,28,0,10,5,6,13,13,0,10,0,10,0,10,5,7,5,8,0,10,6,9,4,7,6,6,4,6,52.2,32.4,18,18,30,16,30,16,20,13,14,9,48,28,13,13,35,19
617,{7DC57B05-77B0-4489-8056-CFFC5747990D},2019,2023,1,P,22,31,0,10,0,10,0,10,0,10,0,10,0,10,0,10,14,20,0,10,8,12,0,10,0,10,0,10,,,0,10,22,31,22,31,0,10,0,10,22,31,8,12,14,20
620,{77794617-74AE-484C-B2E5-D017D4597CC2},2019,2023,1,P,858,146,55,31,67,30,41,27,30,20,73,36,147,64,88,36,89,32,56,26,83,37,113,55,13,15,3,4,37.1,7.7,183,64,675,126,660,122,188,62,129,54,858,146,510,100,348,67
621,{A1701483-F114-4FB2-A478-D0F6039C3EA8},2019,2023,1,P,471,89,39,18,60,21,45,17,44,15,51,23,55,22,49,15,28,13,27,13,18,13,36,22,15,14,4,5,24.8,4.2,168,46,303,62,276,57,67,27,55,28,471,89,269,61,202,50
624,{C4674250-987C-40CD-B550-D246607343D4},2019,2023,1,P,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,,,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
625,{511EBD11-DE52-4BAB-8C3E-D2E9F870E1EC},2019,2023,1,P,234,55,29,13,38,17,22,11,10,7,5,5,40,16,25,13,15,9,10,8,12,8,22,11,6,5,0,10,30.1,3.1,93,32,141,32,132,29,38,16,28,13,234,55,134,31,100,30
628,{62DAD683-3FFC-4453-9FD2-D2EE794E9231},2019,2023,1,C,5178,,119,19,215,62,165,23,382,97,376,134,964,217,880,158,1017,171,505,107,225,73,295,79,29,10,6,7,39.1,1.7,683,88,4495,88,4249,107,452,105,330,81,5178,,3595,84,1583,84
629,{F3CDD092-3609-4B82-9B09-D35DB0E7375F},2019,2023,1,P,744,88,24,9,56,19,44,16,30,15,27,12,85,28,67,27,130,27,46,19,60,20,97,33,62,22,16,10,47.8,5.1,146,37,598,75,587,75,210,43,175,40,744,88,431,62,313,41
631,{BECA4B02-6040-43FA-93A9-D551AD5AB86B},2019,2023,1,P,458,63,19,11,21,11,19,10,14,8,23,14,119,99,23,9,58,56,27,13,85,58,24,8,21,12,5,5,40.7,27.3,71,27,387,50,385,50,68,17,50,14,458,63,317,45,141,33
633,{3921BE55-50DD-4433-8958-D5D2F2D001AE},2019,2023,1,P,2405,166,161,67,150,60,132,67,145,83,150,205,351,90,254,145,205,89,214,84,206,70,342,91,76,37,19,26,37.8,8.7,526,156,1879,200,1780,140,586,119,437,103,2405,166,1210,139,1195,159
636,{17AA4233-9435-4013-B2C1-D61FBB303CCE},2019,2023,1,P,144,402,0,10,0,10,0,10,0,10,30,117,16,57,35,88,16,56,12,31,28,71,7,17,0,10,0,10,40.8,22.8,0,10,144,402,137,383,19,46,7,17,144,402,126,359,18,48
637,{4D3AB901-46B6-47E7-B8D1-D6869F97799F},2019,2023,1,P,137,98,0,10,0,10,0,10,0,10,0,10,0,10,0,10,74,70,7,11,9,12,47,70,0,10,0,10,54.4,15.1,0,10,137,98,137,98,47,70,47,70,137,98,72,57,65,43
639,{763EEB4F-118C-4AEA-A931-D707FE999A12},2019,2023,1,P,1154,251,104,50,65,33,98,60,50,35,48,39,187,83,269,109,113,58,41,22,56,30,66,29,41,28,16,12,36.1,3.1,301,106,853,191,827,189,148,49,123,45,1154,251,717,192,437,94
641,{717918EA-EB98-4319-B4C9-D70D262F7CE2},2019,2023,1,P,721,143,116,43,78,28,81,27,56,24,23,17,105,35,98,32,56,26,20,13,25,19,30,21,20,21,13,14,25.3,6.8,320,79,401,88,375,80,85,40,63,35,721,143,360,82,361,82
643,{4B63BED6-48D5-4881-B4C0-D73B0D2651F2},2019,2023,1,P,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,,,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
645,{AD7719EE-1C6A-44A6-93BB-D7ABA23FFF53},2019,2023,1,P,208,96,22,21,15,16,22,17,16,15,21,16,17,18,33,25,21,13,4,6,5,9,24,18,7,12,1,3,26.4,18.6,65,44,143,63,128,60,37,22,32,19,208,96,150,72,58,35
648,{E60C34A3-5913-4148-9A40-D84C112C6316},2019,2023,1,C,13870,,654,31,930,110,789,92,786,85,726,88,1976,112,1925,101,1670,85,1031,114,985,117,1583,54,662,50,153,45,40.8,0.4,2880,30,10990,30,10562,92,2895,98,2398,41,13870,,7226,59,6644,59
649,{8BB6EEE9-AF35-4E67-98F1-D901D6743094},2019,2023,1,P,994,254,71,61,41,42,46,35,132,110,29,36,141,80,168,106,108,72,0,10,126,85,111,45,21,27,0,10,35.5,2.4,209,99,785,213,688,174,217,82,132,48,994,254,511,169,483,141
652,{6D864316-582B-4749-A178-D9BAD04003D1},2019,2023,1,P,563,188,63,26,51,31,90,41,60,24,18,14,66,35,79,39,21,11,19,15,10,7,83,54,3,4,0,10,23.9,7.9,244,92,319,108,299,105,86,55,86,55,563,188,302,104,261,90
653,{B7761367-B709-408C-BD0F-D9C9E2C5943F},2019,2023,1,C,4780,,414,26,433,43,405,40,340,38,325,30,737,60,488,277,447,192,294,106,303,285,448,136,110,25,36,12,30.9,0.5,1475,14,3305,14,3146,41,806,262,594,139,4780,,2467,170,2313,170
655,{CEDC63C2-3647-4702-B72B-D9E842E711FE},2019,2023,1,P,293,65,7,15,48,22,34,15,27,9,17,10,48,22,25,13,40,17,10,6,17,8,18,10,2,3,0,10,28.9,5.7,103,35,190,40,173,37,28,12,20,10,293,65,145,37,148,37
658,{6EA0B92C-E267-478F-99A6-DA6EAC948390},2019,2023,1,P,5,7,0,10,0,10,0,10,0,10,0,10,0,10,5,7,0,10,0,10,0,10,0,10,0,10,0,10,,,0,10,5,7,5,7,0,10,0,10,5,7,5,7,0,10
659,{2A6D400C-A4AB-4D07-92B6-DA9584C8C852},2019,2023,1,C,12878,,724,37,1025,152,940,153,825,187,908,502,1808,266,2243,259,1087,187,790,158,906,167,1086,109,358,100,178,82,35.4,0.3,3072,76,9806,76,9086,169,2161,174,1622,112,12878,,6981,117,5897,117
661,{08AE02CD-C624-4EB1-9BDE-DC0B7B5D224E},2019,2023,1,P,324,434,4,7,0,10,0,10,3,5,3,4,304,445,0,10,3,5,4,5,0,10,0,10,3,5,0,10,33.5,0.2,7,9,317,438,314,440,3,5,3,5,324,434,310,438,14,11
664,{CF70B6E1-31BB-4019-97D8-DD470A6AD914},2019,2023,1,P,1127,323,0,10,0,10,28,46,0,10,0,10,70,81,46,52,155,84,225,129,268,167,297,151,29,35,9,16,60.4,2.8,28,46,1099,304,1099,304,427,154,335,151,1127,323,614,167,513,213
665,{52F580FF-4AE6-48D4-920A-DD72272CB458},2019,2023,1,P,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,,,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
668,{EC18C954-9E22-45E3-BD54-DD7AF4302791},2019,2023,1,P,14,10,2,3,0,10,0,10,0,10,0,10,2,3,0,10,0,10,5,5,3,4,0,10,2,3,0,10,57.8,9.9,2,3,12,8,12,8,5,5,2,3,14,10,3,4,11,9
669,{E1D5467A-F8D6-443B-B722-DE5C4F46B5F8},2019,2023,1,P,558,126,61,27,63,31,54,23,62,18,61,21,79,30,53,28,44,24,16,11,24,14,24,16,13,10,4,6,23.3,2.9,217,64,341,77,307,72,57,22,41,20,558,126,282,76,276,75
671,{C80F8014-AF4E-4834-B4A8-DED62C0786C1},2019,2023,1,P,26,17,4,4,5,6,5,6,0,10,0,10,6,8,2,5,2,4,1,4,1,2,0,10,0,10,0,10,13.7,25.6,14,13,12,12,12,12,1,2,0,10,26,17,15,13,11,9
673,{A3685B4F-070E-4C85-9820-DEE25ABC695E},2019,2023,1,P,377,111,25,22,47,27,24,18,20,14,4,9,17,11,86,35,54,30,18,15,26,16,46,28,10,10,0,10,41.4,3.2,116,52,261,75,261,75,78,33,56,28,377,111,184,65,193,57
676,{D9E1C7EB-2990-486A-BEC6-DF457C95E944},2019,2023,1,P,173,77,37,25,24,22,2,3,5,7,1,2,66,49,14,12,2,7,16,12,4,6,0,10,0,10,2,3,26.6,9.5,68,40,105,54,105,54,6,6,2,3,173,77,115,55,58,39
677,{559A9BCF-E97B-4506-925E-E21FB8E9FED9},2019,2023,1,P,72,40,2,4,12,12,4,4,0,10,0,10,12,10,3,4,6,11,14,19,9,10,5,7,5,6,0,10,52.5,18.4,18,14,54,30,54,30,16,15,10,10,72,40,45,26,27,16
679,{58FEECD6-E89F-44AF-B707-E2BF0B91605A},2019,2023,1,P,73,32,7,6,8,6,13,9,7,5,0,10,10,8,13,9,2,3,5,5,4,4,4,5,0,10,0,10,29.5,17.5,35,20,38,17,38,17,5,5,4,5,73,32,32,19,41,19
682,{2606EF00-243D-41F4-890F-E340AD1ACFA5},2019,2023,1,P,1201,249,27,21,32,19,37,18,83,56,147,99,171,58,163,59,158,45,132,61,68,29,125,38,43,21,15,9,39.9,5.4,132,57,1069,220,1003,179,231,58,183,46,1201,249,829,169,372,98
683,{8C659093-914F-41E2-BE61-E3576613F3BC},2019,2023,1,P,66,25,0,10,0,10,0,10,0,10,2,3,14,11,9,12,8,8,4,4,7,10,14,7,8,6,0,10,55,11.3,0,10,66,25,66,25,28,12,22,9,66,25,36,18,30,16
686,{851E4746-8FE8-4393-9369-E3F9F1633855},2019,2023,1,C,110677,,7044,31,8084,342,8520,340,7638,90,6303,100,15425,142,15759,114,13141,95,6905,393,7145,393,10214,78,3540,159,959,161,36.6,0.2,28719,,81958,,77992,217,18914,330,14713,84,110677,,57891,73,52786,73
687,{FF43C1B1-9D83-4F8A-B3B2-E404ACC9D5B1},2019,2023,1,P,82,43,0,10,10,13,19,20,0,10,0,10,15,16,6,8,1,9,4,5,9,10,12,13,6,8,0,10,33.7,41.1,29,27,53,25,53,25,27,21,18,14,82,43,43,22,39,28
689,{126A149F-F9BD-42EC-8D66-E4883B8016E2},2019,2023,1,P,1361,207,36,25,38,32,72,49,14,16,70,42,152,67,222,80,242,74,110,51,176,63,175,53,46,30,8,11,49.2,3.9,160,80,1201,167,1187,161,337,83,229,74,1361,207,885,120,476,105
692,{A86C2FBC-0704-4117-9A7E-E4A3DD3415BD},2019,2023,1,P,1971,371,0,10,0,10,0,10,10,23,97,58,498,233,546,247,367,166,244,124,140,121,69,75,0,10,0,10,40.3,3.8,0,10,1971,371,1953,371,138,87,69,75,1971,371,1475,310,496,219
693,{87E87454-91AC-49AF-B812-E5B5DF65D0C8},2019,2023,1,P,207,61,0,10,6,6,17,10,10,9,0,10,20,13,20,15,48,25,11,10,6,7,39,18,30,17,0,10,52.3,3.3,27,14,180,53,174,51,72,28,69,28,207,61,106,32,101,36
696,{C712D789-18CD-4C6C-A0FB-E5B7BB9B1B86},2019,2023,1,P,141,59,3,4,0,10,1,2,3,5,15,27,6,13,2,3,48,30,14,18,28,26,17,21,0,10,4,7,53.6,4.6,4,5,137,59,134,59,40,34,21,23,141,59,89,42,52,44
697,{510DC86B-4E8B-482F-9372-E63914E50E7D},2019,2023,1,P,100,39,3,4,18,11,11,6,10,8,6,6,21,14,6,6,10,5,4,5,7,5,4,6,0,10,0,10,27.5,7.1,35,16,65,26,58,25,8,7,4,6,100,39,52,21,48,23
699,{351F5989-A7A7-4518-A5E4-E67316B8C2DD},2019,2023,1,C,7611,,788,31,786,47,856,47,631,27,466,20,1140,87,860,62,671,51,296,113,478,112,418,33,170,23,51,19,28.3,0.4,2861,21,4750,21,4448,29,974,142,639,24,7611,,4018,64,3593,64
702,{90DA2B6B-1B09-4D7A-A466-E6B55B21AEE8},2019,2023,1,P,5461,579,308,147,384,125,515,157,460,117,177,99,540,180,881,176,513,149,385,150,394,166,708,233,131,52,65,39,39.8,2,1497,290,3964,380,3687,381,1076,253,904,230,5461,579,3003,335,2458,321
703,{B9E3D976-5DA3-4850-884A-E7818D521898},2019,2023,1,P,273,87,21,13,28,16,39,17,36,17,8,10,33,20,36,18,21,13,7,10,13,9,28,18,0,10,3,4,25.6,7.6,107,42,166,54,149,49,38,19,31,17,273,87,150,49,123,41
705,{7656A688-D4F7-4599-B494-E946C7AC2CF6},2019,2023,1,P,332,176,0,10,0,10,0,10,0,10,112,145,56,53,19,34,58,47,41,37,14,23,0,10,32,52,0,10,31,27.3,0,10,332,176,332,176,32,52,32,52,332,176,185,125,147,81
708,{4999C06C-E2C7-48C4-9BD9-E95833F9D114},2019,2023,1,P,64,37,0,10,9,13,5,8,0,10,0,10,5,8,7,9,0,10,6,6,7,8,6,7,0,10,19,20,61,33.6,14,20,50,29,50,29,32,27,25,25,64,37,33,22,31,19
709,{7B4ACF01-3330-4839-B43B-E98C4902C151},2019,2023,1,P,185,52,16,13,15,10,11,8,15,9,10,7,31,18,39,18,14,10,8,5,14,9,7,5,4,4,1,4,33.9,4.3,45,26,140,37,126,32,20,9,12,6,185,52,98,34,87,26
712,{3FD9E5F5-DE1E-47BC-A8FC-ECEFCA7C2EA8},2019,2023,1,P,177,71,17,17,31,19,13,10,31,23,3,6,27,21,18,16,21,18,5,14,6,6,0,10,5,6,0,10,19.8,9.7,77,38,100,45,83,36,11,9,5,6,177,71,95,39,82,42
713,{F8A9EA5F-A5D3-4A9C-B4B3-EDACC1AD5746},2019,2023,1,P,286,86,28,19,42,19,31,14,26,12,37,41,38,21,27,11,5,5,11,7,36,20,5,3,0,10,0,10,20.7,4.2,122,42,164,56,135,37,26,17,5,3,286,86,178,61,108,37
716,{841E8B3A-9424-4243-B588-EEB808D195AB},2019,2023,1,P,42,45,0,10,14,20,0,10,0,10,0,10,0,10,7,10,7,11,0,10,0,10,14,21,0,10,0,10,47,33.9,14,20,28,29,28,29,14,21,14,21,42,45,21,23,21,22
717,{ED8A6F74-E397-4BA1-8052-EEF92A6C4F8B},2019,2023,1,P,45,20,0,10,0,10,0,10,4,4,4,7,2,3,3,5,10,10,4,4,7,7,4,3,7,6,0,10,52.8,11.5,4,4,41,19,41,19,18,11,11,8,45,20,22,12,23,13
719,{4B169010-F268-45A8-8444-F0B5873ABDEE},2019,2023,1,P,15,49,0,10,0,10,0,10,0,10,0,10,15,49,0,10,0,10,0,10,0,10,0,10,0,10,0,10,,,0,10,15,49,15,49,0,10,0,10,15,49,15,49,0,10
722,{4D22DC8A-9F5A-4C83-B835-F1133D6A8060},2019,2023,1,P,571,81,29,18,30,14,63,17,34,19,32,14,94,94,76,23,29,12,31,13,103,114,38,21,9,7,3,4,35.3,11.5,153,41,418,63,399,63,64,28,50,24,571,81,333,74,238,59
723,{025A0F26-3C9F-4F08-ADB2-F18FEC8DF739},2019,2023,1,P,85,109,0,10,0,10,0,10,0,10,43,72,22,39,0,10,10,20,0,10,10,14,0,10,0,10,0,10,25,18.2,0,10,85,109,81,108,10,14,0,10,85,109,55,83,30,45
726,{E3FB0AD1-05D8-4D22-919A-F24830556C1F},2019,2023,1,P,1204,168,36,12,44,17,79,28,79,21,141,79,132,48,171,67,224,87,84,33,62,33,84,41,35,18,33,18,39.1,3.8,208,51,996,161,934,153,172,49,152,47,1204,168,705,130,499,93
727,{9C0DF89A-A248-470E-82A5-F25ED75A098A},2019,2023,1,P,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,,,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
729,{8D2790CB-3234-4141-9014-F2DED1D38D0C},2019,2023,1,P,766,166,103,39,112,36,74,34,58,19,68,26,74,29,88,31,37,17,33,14,28,16,72,35,15,10,4,6,23.4,3.1,320,96,446,91,413,88,110,38,91,36,766,166,356,77,410,108
732,{A4767A4D-9554-40BC-9D6F-F4FDD3C05647},2019,2023,1,P,9,10,0,10,0,10,0,10,0,10,0,10,3,4,0,10,3,3,0,10,0,10,3,4,0,10,0,10,53.5,3.9,0,10,9,10,9,10,3,4,3,4,9,10,6,7,3,3
733,{CA4E1D93-D6D4-4CA8-8FC7-F518777BE58C},2019,2023,1,P,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,,,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
736,{FF083E35-08C8-468F-B328-F69992F18FB7},2019,2023,1,P,852,161,124,34,94,26,69,25,86,28,62,28,129,37,90,30,84,29,45,18,37,16,16,13,13,10,3,5,24.2,2.9,347,83,505,96,473,91,54,21,32,18,852,161,449,85,403,86
737,{B31B12CB-15A8-477A-A113-F6ACBD1D3120},2019,2023,1,P,25,33,0,10,0,10,3,4,0,10,9,15,0,10,7,7,3,5,0,10,0,10,3,5,0,10,0,10,38.2,32.2,3,4,22,29,20,25,3,5,3,5,25,33,13,17,12,16
739,{B81542E6-6232-4F35-AEC4-F6C46F2BBDE1},2019,2023,1,P,467,78,39,17,28,14,33,18,16,10,54,30,28,25,57,22,42,31,16,11,44,16,67,19,25,14,18,11,43.3,3.8,113,34,354,60,349,60,133,30,110,28,467,78,263,62,204,44
742,{5ADEA6FC-9615-4F6E-9B68-F73ADD743B06},2019,2023,1,P,45,18,0,10,4,4,1,2,2,4,0,10,4,6,2,5,3,4,3,4,5,4,12,9,9,9,0,10,62.5,12.7,7,7,38,16,38,16,24,13,21,13,45,18,19,8,26,13
743,{967B027B-54A6-488D-841D-F748CE107A1A},2019,2023,1,C,2313,,83,33,85,25,116,39,109,37,160,71,243,61,197,59,305,69,189,58,193,35,419,77,174,41,40,17,51.4,3.1,352,70,1961,70,1901,72,768,92,633,88,2313,,1321,83,992,83
746,{081D88E7-5D78-4E36-AC3C-F753262F026C},2019,2023,1,P,8151,25,383,75,658,106,464,85,462,92,490,102,1371,137,1132,138,850,118,573,100,588,99,793,97,284,55,103,39,36.9,1.6,1777,97,6374,97,6082,104,1489,114,1180,91,8151,25,4195,103,3956,103
747,{E24B0E44-1B59-4C79-8A8F-F7A2113EFF2F},2019,2023,1,P,529,132,87,39,79,31,38,16,30,18,20,12,71,36,42,21,74,91,9,11,11,11,53,76,5,8,10,12,27.1,10.6,229,72,300,98,294,99,73,79,68,79,529,132,265,103,264,113
749,{F821657B-F119-4950-BB18-F827B06C680C},2019,2023,1,P,31,15,4,4,1,2,3,6,5,5,0,10,0,10,6,5,2,3,3,4,3,5,4,5,0,10,0,10,35.8,27.6,9,8,22,11,18,10,4,5,4,5,31,15,17,11,14,8
752,{16FFACBB-CCBD-4A00-829F-F89904105FD5},2019,2023,1,P,19,15,0,10,5,8,0,10,0,10,0,10,1,3,0,10,4,4,0,10,2,3,5,6,0,10,2,2,53.8,19.1,5,8,14,10,14,10,9,8,7,6,19,15,7,8,12,9
753,{D1F96C65-49BF-4E7B-AA32-F9C4C50BB628},2019,2023,1,P,462,91,37,14,42,15,55,20,30,14,16,10,57,21,76,34,69,25,10,7,23,12,37,17,8,5,2,3,33.7,4.6,163,45,299,62,294,62,59,17,47,17,462,91,281,58,181,44
756,{D3D709DB-0DF6-43DD-ACE0-FAF53A544273},2019,2023,1,P,190,87,0,10,25,22,21,18,16,16,28,42,21,25,30,25,14,20,7,8,14,13,0,10,9,9,5,7,28.5,8,59,45,131,59,128,58,22,16,14,13,190,87,137,66,53,32
757,{3D5231FD-4F19-414E-A871-FAFF3941FF8F},2019,2023,1,P,610,135,3,4,8,7,44,35,60,37,39,41,37,33,31,19,107,38,64,40,51,21,84,41,76,33,6,6,51.5,7.6,90,56,520,105,482,103,200,53,166,49,610,135,319,88,291,72
759,{126AE679-2933-4FD0-B985-FB1844FFBCA3},2019,2023,1,P,186,92,20,17,25,26,5,6,4,6,34,39,11,10,18,17,19,20,26,23,6,9,12,10,3,4,3,8,33,21.8,54,41,132,67,132,67,18,15,18,15,186,92,105,55,81,46
761,{0F6D14AC-19B0-4FFB-87AF-FBC82152C2A8},2019,2023,1,P,601,182,58,56,49,45,75,42,37,29,22,28,83,64,43,32,101,49,42,41,39,36,15,21,23,19,14,12,33.5,5.9,203,106,398,100,381,99,83,48,52,36,601,182,281,90,320,111
763,{7BF57869-7BB6-44A4-ADAF-FCBC10DFC7D2},2019,2023,1,P,18921,1005,1534,338,1571,259,1642,258,1286,273,944,240,2972,379,2476,333,2262,284,1032,169,1182,227,1454,215,478,133,88,64,33.6,1,5712,495,13209,653,12666,600,2728,305,2020,233,18921,1005,9516,596,9405,571
766,{6A728042-64AA-46F0-A81D-FDE32F20CFCB},2019,2023,1,P,20,27,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,11,16,9,12,0,10,,,0,10,20,27,20,27,20,27,20,27,20,27,9,12,11,16
767,{A09E0C50-C6BB-40A4-BE7F-FDEBE561CD5C},2019,2023,1,C,3423,,106,23,86,18,129,32,141,27,354,92,516,163,526,107,632,127,309,82,231,59,250,61,110,27,33,18,41.8,3.7,410,61,3013,61,2929,73,449,70,393,66,3423,,2116,126,1307,126
769,{08965FEC-CECD-4B69-9010-FEC9535D56A9},2019,2023,1,C,1007,99,72,17,69,16,95,22,86,19,33,18,216,109,170,92,52,31,56,19,57,18,74,21,18,11,9,8,33.4,2.4,275,43,732,73,685,75,135,28,101,24,1007,99,545,60,462,58
772,{A1A00D41-E402-42E4-B4DE-FF2EE4036F66},2019,2023,1,P,6716,516,534,145,738,152,729,140,429,109,318,115,891,216,1275,232,760,152,295,112,231,68,368,78,119,52,29,18,32.6,1.9,2301,297,4415,350,4258,337,625,91,516,86,6716,516,3251,323,3465,309
