fips_code,name,start_year,end_year,is_most_recent,estimated_pop_age_total,estimated_pop_age_under_5,estimated_pop_age_5_9,estimated_pop_age_10_14,estimated_pop_age_15_19,estimated_pop_age_20_24,estimated_pop_age_25_34,estimated_pop_age_35_44,estimated_pop_age_45_54,estimated_pop_age_55_59,estimated_pop_age_60_64,estimated_pop_age_65_74,estimated_pop_age_75_84,estimated_pop_age_85_plus,estimated_pop_age_median_age,estimated_pop_age_under_18,estimated_pop_age_18_plus,estimated_pop_age_21_plus,estimated_pop_age_62_plus,estimated_pop_age_65_plus,estimated_pop_total,estimated_pop_male,estimated_pop_female
0240840,Kobuk,2019,2023,1,125,16,20,16,8,9,14,17,14,0,2,3,6,0,22.1,57,68,65,11,9,125,72,53
0240950,Kodiak,2019,2023,1,5497,173,316,321,504,448,425,971,614,495,300,582,209,139,40.8,1057,4440,4031,1096,930,5497,2940,2557
0241210,Kodiak Station,2019,2023,1,1941,152,274,132,108,297,650,244,74,7,3,0,0,0,25.1,629,1312,1225,3,0,1941,1134,807
0241280,Kokhanok,2019,2023,1,91,17,9,12,1,0,20,19,3,5,3,2,0,0,28.4,38,53,52,5,2,91,32,59
0241500,Koliganek,2019,2023,1,224,16,23,39,30,15,21,19,15,11,17,13,2,3,21.4,94,130,115,29,18,224,112,112
0241610,Kongiganak,2019,2023,1,262,26,32,32,27,17,41,27,16,17,15,12,0,0,23.4,108,154,145,18,12,262,161,101
0241720,Kotlik,2019,2023,1,1166,177,155,171,101,89,146,94,107,41,38,32,15,0,18.6,567,599,557,65,47,1166,621,545
0241830,Kotzebue,2019,2023,1,3046,293,250,268,268,146,516,416,352,124,196,147,50,20,31,986,2060,1946,330,217,3046,1520,1526
0241940,Koyuk,2019,2023,1,306,21,35,27,23,41,47,15,22,12,20,39,4,0,26.7,100,206,191,52,43,306,189,117
0242050,Koyukuk,2019,2023,1,44,0,0,4,0,0,8,4,6,0,17,0,0,5,55,4,40,40,22,5,44,18,26
0242160,Kupreanof,2019,2023,1,7,0,0,0,0,0,0,0,0,0,0,5,2,0,71.5,0,7,7,7,7,7,4,3
0242380,Kwethluk,2019,2023,1,852,124,94,69,86,62,129,90,84,45,37,16,13,3,24.2,347,505,473,54,32,852,449,403
0242490,Kwigillingok,2019,2023,1,461,60,46,41,33,52,58,38,37,31,30,14,14,7,24.9,168,293,268,53,35,461,209,252
0242805,Lake Louise,2019,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0242820,Lake Minchumina,2019,2023,1,14,0,0,0,0,0,0,0,0,2,3,4,5,0,72.3,0,14,14,12,9,14,8,6
0243040,Larsen Bay,2019,2023,1,108,4,3,3,0,3,10,2,26,7,30,11,9,0,56,10,98,98,27,20,108,34,74
0243260,Lazy Mountain,2019,2023,1,1472,47,53,140,125,113,115,134,194,111,171,174,75,20,45.2,298,1174,1090,328,269,1472,698,774
0243810,Levelock,2019,2023,1,18,0,0,2,0,5,1,5,0,2,0,3,0,0,44.2,2,16,16,3,3,18,12,6
0244030,Lime Village,2019,2023,1,9,0,0,0,0,0,3,0,3,0,0,3,0,0,53.5,0,9,9,3,3,9,6,3
0244580,Livengood,2019,2023,1,11,0,0,0,0,0,0,0,0,4,7,0,0,0,,0,11,11,0,0,11,4,7
0245020,Loring,2019,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0245295,Lowell Point,2019,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0245460,Lower Kalskag,2019,2023,1,234,29,38,22,10,5,40,25,15,10,12,22,6,0,30.1,93,141,132,38,28,234,134,100
0245700,Lutak,2019,2023,1,13,0,0,0,0,0,0,0,0,0,0,0,13,0,,0,13,13,13,13,13,6,7
0246780,Manley Hot Springs,2019,2023,1,20,0,0,0,0,0,0,0,0,3,0,3,10,4,76,0,20,20,17,17,20,11,9
0246890,Manokotak,2019,2023,1,693,61,78,50,61,55,109,68,55,45,22,71,18,0,28.1,229,464,438,96,89,693,341,352
0247000,Marshall,2019,2023,1,426,51,43,68,29,30,81,16,28,30,18,22,10,0,23.3,178,248,228,41,32,426,223,203
0245790,McCarthy,2019,2023,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,,0,2,2,0,0,2,2,0
0246010,McGrath,2019,2023,1,195,6,9,14,9,8,25,18,14,23,9,47,11,2,53.3,38,157,157,66,60,195,78,117
0247735,Meadow Lakes,2019,2023,1,8994,425,758,675,571,732,1031,1218,1107,685,627,835,314,16,37.9,2230,6764,6367,1538,1165,8994,4858,4136
0247990,Mekoryuk,2019,2023,1,290,15,21,28,13,6,32,23,23,48,35,28,18,0,50.1,73,217,211,60,46,290,150,140
0248200,Mendeltna,2019,2023,1,58,0,0,0,0,0,0,0,33,0,17,0,8,0,53.7,0,58,58,25,8,58,21,37
0248540,Mentasta Lake,2019,2023,1,94,7,11,13,4,3,8,3,11,5,5,21,3,0,36.3,31,63,59,26,24,94,54,40
0248590,Mertarvik,2019,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0248870,Metlakatla,2019,2023,1,1338,80,98,104,104,81,131,200,114,136,84,146,48,12,38.5,342,996,946,254,206,1338,743,595
0249200,Mill Bay,2019,2023,1,3541,299,324,412,63,58,476,761,207,165,364,286,100,26,35.5,1035,2506,2388,641,412,3541,1925,1616
0249530,Minto,2019,2023,1,190,0,25,21,16,28,21,30,14,7,14,0,9,5,28.5,59,131,128,22,14,190,137,53
0250080,Moose Creek,2019,2023,1,332,0,0,0,0,112,56,19,58,41,14,0,32,0,31,0,332,332,32,32,332,185,147
0250190,Moose Pass,2019,2023,1,79,0,0,0,5,0,49,0,0,0,19,0,6,0,26.5,0,79,74,25,6,79,48,31
0250800,Mosquito Lake,2019,2023,1,137,0,0,0,0,0,0,0,74,7,9,47,0,0,54.4,0,137,137,47,47,137,72,65
0251180,Mountain Village,2019,2023,1,872,62,128,97,127,46,117,78,40,59,83,11,24,0,21.2,365,507,438,92,35,872,468,404
0251455,Mud Bay,2019,2023,1,58,0,0,0,0,0,0,0,10,0,25,9,14,0,63.8,0,58,58,48,23,58,34,24
0251960,Nabesna,2019,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0252060,Naknek,2019,2023,1,458,19,21,19,14,23,119,23,58,27,85,24,21,5,40.7,71,387,385,68,50,458,317,141
0252210,Nanwalek,2019,2023,1,208,20,16,7,76,5,12,13,10,11,18,20,0,0,19,80,128,89,23,20,208,81,127
0252390,Napakiak,2019,2023,1,595,56,72,88,63,26,58,85,62,30,24,18,13,0,22.2,261,334,316,43,31,595,298,297
0252720,Napaskiak,2019,2023,1,563,63,51,90,60,18,66,79,21,19,10,83,3,0,23.9,244,319,299,86,86,563,302,261
0252845,Naukati Bay,2019,2023,1,97,0,0,0,0,12,28,0,0,40,9,8,0,0,58.2,0,97,97,17,8,97,60,37
0252915,Nelchina,2019,2023,1,106,0,0,24,16,0,0,17,34,0,0,15,0,0,39.8,40,66,66,15,15,106,40,66
0252940,Nelson Lagoon,2019,2023,1,83,0,0,0,0,19,5,0,22,9,11,6,11,0,52.5,0,83,83,24,17,83,49,34
0253050,Nenana,2019,2023,1,527,55,60,27,22,61,72,48,51,11,18,78,19,5,31.5,164,363,363,117,102,527,223,304
0253710,New Stuyahok,2019,2023,1,466,42,36,49,40,26,78,35,90,17,6,32,12,3,30,150,316,293,51,47,466,280,186
0253270,Newhalen,2019,2023,1,100,3,18,11,10,6,21,6,10,4,7,4,0,0,27.5,35,65,58,8,4,100,52,48
0253820,Newtok,2019,2023,1,40,4,0,3,4,2,6,8,0,0,0,9,4,0,38.3,11,29,29,13,13,40,21,19
0253930,Nightmute,2019,2023,1,67,0,6,3,11,8,6,7,15,7,0,4,0,0,25.9,16,51,42,4,4,67,37,30
0254050,Nikiski,2019,2023,1,4656,290,376,427,225,180,632,652,272,271,347,576,341,67,37.1,1269,3387,3338,1222,984,4656,2478,2178
0254085,Nikolaevsk,2019,2023,1,202,6,6,21,11,0,25,29,19,23,10,39,8,5,45.6,44,158,158,57,52,202,117,85
0254150,Nikolai,2019,2023,1,89,4,2,4,0,1,26,6,12,7,12,5,6,4,49.8,10,79,79,21,15,89,45,44
0254260,Nikolski,2019,2023,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,1,0,0,1,0,1
0254480,Ninilchik,2019,2023,1,1009,97,37,50,73,25,91,71,90,87,134,162,88,4,52.7,218,791,752,338,254,1009,542,467
0254700,Noatak,2019,2023,1,700,81,59,113,54,63,106,42,61,27,36,32,14,12,23.7,289,411,381,74,58,700,407,293
0254920,Nome,2019,2023,1,3668,307,243,337,270,276,566,488,505,219,169,195,75,18,31.6,1066,2602,2485,372,288,3668,1809,1859
0255030,Nondalton,2019,2023,1,73,5,2,11,8,3,5,12,6,3,6,12,0,0,36.2,24,49,47,12,12,73,38,35
0255140,Noorvik,2019,2023,1,722,65,78,87,55,26,67,58,55,29,146,34,18,4,32.4,274,448,428,199,56,722,340,382
0255745,North Lakes,2019,2023,1,10583,617,768,946,859,544,1407,1549,1356,624,630,942,265,76,36.4,2924,7659,7292,1717,1283,10583,5477,5106
0255910,North Pole,2019,2023,1,2663,304,367,235,70,149,679,430,110,70,43,163,32,11,29.2,967,1696,1673,216,206,2663,1550,1113
0256220,Northway,2019,2023,1,202,12,23,55,16,0,8,17,15,13,0,21,10,12,16.2,106,96,96,43,43,202,104,98
0256320,Nuiqsut,2019,2023,1,529,87,79,38,30,20,71,42,74,9,11,53,5,10,27.1,229,300,294,73,68,529,265,264
0256350,Nulato,2019,2023,1,284,31,9,35,23,8,12,41,30,20,25,35,15,0,39.7,97,187,185,69,50,284,149,135
0256600,Nunam Iqua,2019,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0256680,Nunapitchuk,2019,2023,1,766,103,112,74,58,68,74,88,37,33,28,72,15,4,23.4,320,446,413,110,91,766,356,410
0257340,Old Harbor,2019,2023,1,186,20,25,5,4,34,11,18,19,26,6,12,3,3,33,54,132,132,18,18,186,105,81
0258330,Oscarville,2019,2023,1,56,3,9,4,10,6,4,7,6,4,0,0,0,3,20.5,16,40,26,3,3,56,27,29
0258550,Ouzinkie,2019,2023,1,97,0,3,0,8,3,16,18,7,16,5,12,9,0,51.3,11,86,86,26,21,97,47,50
0258660,Palmer,2019,2023,1,6141,418,330,378,543,546,1067,730,623,296,278,543,292,97,32.9,1398,4743,4343,1077,932,6141,3070,3071
0259320,Paxson,2019,2023,1,20,0,0,0,0,0,0,0,0,0,0,11,9,0,,0,20,20,20,20,20,9,11
0259540,Pedro Bay,2019,2023,1,14,2,0,0,0,0,2,0,0,5,3,0,2,0,57.8,2,12,12,5,2,14,3,11
0259650,Pelican,2019,2023,1,45,0,0,0,4,4,2,3,10,4,7,4,7,0,52.8,4,41,41,18,11,45,22,23
0260200,Perryville,2019,2023,1,95,18,11,14,10,0,11,20,3,3,3,2,0,0,17.6,50,45,42,5,2,95,43,52
0260310,Petersburg,2019,2023,1,3346,154,181,218,168,190,322,420,415,281,258,486,210,43,45.5,652,2694,2565,925,739,3346,1682,1664
0260460,Petersville,2019,2023,1,42,0,14,0,0,0,0,7,7,0,0,14,0,0,47,14,28,28,14,14,42,21,21
0260640,Pilot Point,2019,2023,1,54,6,5,7,4,0,5,6,5,3,1,10,2,0,35,20,34,32,13,12,54,33,21
0260750,Pilot Station,2019,2023,1,558,61,63,54,62,61,79,53,44,16,24,24,13,4,23.3,217,341,307,57,41,558,282,276
0260860,Pitkas Point,2019,2023,1,221,17,24,41,25,17,31,26,12,5,4,17,2,0,22.1,103,118,111,23,19,221,117,104
0261080,Platinum,2019,2023,1,25,0,0,3,0,9,0,7,3,0,0,3,0,0,38.2,3,22,20,3,3,25,13,12
0261120,Pleasant Valley,2019,2023,1,507,0,0,89,64,0,61,46,174,32,0,22,19,0,42.9,153,354,354,41,41,507,224,283
0261190,Point Baker,2019,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0261630,Point Hope,2019,2023,1,721,116,78,81,56,23,105,98,56,20,25,30,20,13,25.3,320,401,375,85,63,721,360,361
0261700,Point Lay,2019,2023,1,288,25,30,50,49,18,53,26,19,10,1,7,0,0,18,144,144,131,8,7,288,142,146
0261788,Point MacKenzie,2019,2023,1,1728,0,0,32,83,123,239,401,375,148,168,86,73,0,44.2,99,1629,1605,281,159,1728,1492,236
0261825,Point Possession,2019,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0262125,Pope-Vannoy Landing,2019,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0262510,Port Alexander,2019,2023,1,26,0,3,1,0,0,0,7,3,4,3,3,2,0,46.7,4,22,22,8,5,26,17,9
0262620,Port Alsworth,2019,2023,1,174,0,5,9,17,16,96,12,1,6,1,4,2,5,33.4,16,158,143,12,11,174,123,51
0263170,Port Clarence,2019,2023,1,17,0,0,0,3,11,0,3,0,0,0,0,0,0,21.5,0,17,11,0,0,17,17,0
0263280,Port Graham,2019,2023,1,125,17,8,9,4,17,21,21,8,0,8,10,0,2,26.8,38,87,87,18,12,125,85,40
0263390,Port Heiden,2019,2023,1,73,7,8,13,7,0,10,13,2,5,4,4,0,0,29.5,35,38,38,5,4,73,32,41
0263610,Port Lions,2019,2023,1,151,2,8,5,2,19,4,19,11,22,23,22,7,7,56.4,17,134,129,55,36,151,76,75
0263870,Port Protection,2019,2023,1,18,0,0,0,0,0,0,0,0,18,0,0,0,0,,0,18,18,0,0,18,0,18
0262285,Portage Creek,2019,2023,1,5,0,0,0,0,2,0,0,0,0,3,0,0,0,61.3,0,5,3,1,0,5,5,0
0264240,Primrose,2019,2023,1,125,9,11,0,0,0,26,35,0,0,28,16,0,0,38.1,20,105,105,34,16,125,31,94
0264380,Prudhoe Bay,2019,2023,1,1971,0,0,0,10,97,498,546,367,244,140,69,0,0,40.3,0,1971,1953,138,69,1971,1475,496
0264600,Quinhagak,2019,2023,1,1302,185,120,144,116,82,158,147,90,89,44,81,46,0,25.4,539,763,713,149,127,1302,659,643
0264820,Rampart,2019,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0264930,Red Devil,2019,2023,1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,,0,3,3,3,3,3,0,3
0264980,Red Dog Mine,2019,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0265345,Ridgeway,2019,2023,1,2174,112,88,115,129,42,171,238,309,165,298,250,232,25,54,444,1730,1711,614,507,2174,1158,1016
0265590,Ruby,2019,2023,1,180,24,13,9,5,4,12,16,9,10,13,57,4,4,52,48,132,127,69,65,180,107,73
0265700,Russian Mission,2019,2023,1,202,30,14,20,17,20,32,23,14,16,3,13,0,0,26,74,128,117,13,13,202,108,94
0265800,Saint George,2019,2023,1,59,6,0,5,6,0,13,14,1,0,4,10,0,0,34.5,15,44,42,12,10,59,30,29
0266140,Saint Mary's,2019,2023,1,788,102,49,84,60,73,127,73,69,51,38,45,12,5,26.2,268,520,478,96,62,788,382,406
0266360,Saint Michael,2019,2023,1,220,30,19,30,35,26,27,24,7,5,6,8,3,0,19.3,102,118,102,17,11,220,131,89
0266470,Saint Paul,2019,2023,1,362,18,12,16,48,20,59,26,79,19,19,41,5,0,39.3,86,276,265,60,46,362,285,77
0266510,Salamatof,2019,2023,1,1201,27,32,37,83,147,171,163,158,132,68,125,43,15,39.9,132,1069,1003,231,183,1201,829,372
0266550,Salcha,2019,2023,1,1076,62,31,71,29,28,261,155,113,86,141,84,13,2,38.9,193,883,883,202,99,1076,618,458
0267020,Sand Point,2019,2023,1,1146,27,22,45,42,92,171,109,248,128,91,109,62,0,46.8,124,1022,1010,186,171,1146,683,463
0267460,Savoonga,2019,2023,1,766,62,88,88,89,62,140,70,41,43,17,45,13,8,24.5,297,469,423,74,66,766,431,335
0267570,Saxman,2019,2023,1,354,13,13,20,16,23,39,33,59,15,29,46,46,2,48.4,52,302,292,108,94,354,202,152
0267680,Scammon Bay,2019,2023,1,491,110,64,49,37,31,68,50,17,10,18,20,14,3,18.3,243,248,228,42,37,491,268,223
0268230,Selawik,2019,2023,1,403,56,54,54,40,24,37,74,9,8,21,21,5,0,19.4,195,208,192,42,26,403,222,181
0268340,Seldovia,2019,2023,1,174,15,3,4,15,0,12,0,11,7,27,43,37,0,62.4,26,148,137,89,80,174,82,92
0268370,Seldovia Village,2019,2023,1,207,0,6,17,10,0,20,20,48,11,6,39,30,0,52.3,27,180,174,72,69,207,106,101
0268560,Seward,2019,2023,1,2735,121,155,232,103,45,502,443,271,112,234,351,42,124,42.6,589,2146,2110,678,517,2735,1746,989
0268670,Shageluk,2019,2023,1,36,1,13,0,0,0,0,13,3,1,0,5,0,0,37.6,14,22,22,5,5,36,22,14
0268890,Shaktoolik,2019,2023,1,293,7,48,34,27,17,48,25,40,10,17,18,2,0,28.9,103,190,173,28,20,293,145,148
0269770,Shishmaref,2019,2023,1,462,37,42,55,30,16,57,76,69,10,23,37,8,2,33.7,163,299,294,59,47,462,281,181
0270100,Shungnak,2019,2023,1,211,34,16,30,18,10,25,23,11,7,10,21,6,0,23.4,90,121,108,30,27,211,107,104
0270320,Silver Springs,2019,2023,1,66,5,3,3,0,0,11,2,3,14,18,7,0,0,56.3,11,55,55,11,7,66,37,29
0270540,Sitka,2019,2023,1,8393,385,472,495,464,476,1249,1187,1000,460,756,875,400,174,39.6,1647,6746,6541,1792,1449,8393,4367,4026
0270760,Skagway,2019,2023,1,1212,59,34,49,35,78,214,195,227,67,70,103,76,5,40.8,162,1050,1032,232,184,1212,478,734
0270870,Skwentna,2019,2023,1,73,8,0,6,0,0,9,8,0,8,13,21,0,0,55.7,14,59,59,27,21,73,46,27
0270930,Slana,2019,2023,1,88,0,0,0,0,0,0,0,0,0,17,27,44,0,73,0,88,88,88,71,88,46,42
0271090,Sleetmute,2019,2023,1,61,6,7,8,3,9,10,4,10,0,2,2,0,0,23.5,24,37,35,2,2,61,30,31
0271640,Soldotna,2019,2023,1,4448,336,407,216,309,166,816,450,537,252,189,406,220,144,34.2,1137,3311,3178,834,770,4448,1992,2456
0272135,South Lakes,2019,2023,1,6132,506,336,360,560,481,991,760,741,396,307,533,140,21,33,1548,4584,4284,911,694,6132,3014,3118
0272190,South Naknek,2019,2023,1,66,0,0,0,0,2,14,9,8,4,7,14,8,0,55,0,66,66,28,22,66,36,30
0272230,South Van Horn,2019,2023,1,354,5,38,0,11,10,42,59,58,23,10,80,18,0,46.4,50,304,300,103,98,354,204,150
0272960,Stebbins,2019,2023,1,666,86,87,87,41,35,96,87,43,24,19,55,4,2,24.6,286,380,362,76,61,666,349,317
0272985,Steele Creek,2019,2023,1,5861,225,322,334,595,478,340,905,980,423,595,470,159,35,41.7,1186,4675,4317,1123,664,5861,2866,2995
0273070,Sterling,2019,2023,1,6776,340,548,299,412,327,696,752,777,334,585,1135,500,71,45.1,1469,5307,5021,1982,1706,6776,3455,3321
0273290,Stevens Village,2019,2023,1,7,0,0,0,0,0,1,0,3,3,0,0,0,0,52.8,0,7,7,0,0,7,4,3
0273400,Stony River,2019,2023,1,16,0,2,4,0,0,0,3,3,2,1,1,0,0,41.7,6,10,10,2,1,16,9,7
0273950,Sunrise,2019,2023,1,20,0,0,0,0,0,0,0,0,0,0,20,0,0,,0,20,20,20,20,20,13,7
0274340,Susitna,2019,2023,1,30,0,0,0,0,0,0,0,0,0,8,22,0,0,71,0,30,30,30,22,30,15,15
0274350,Susitna North,2019,2023,1,1506,77,70,116,60,42,201,203,174,127,148,237,51,0,44.2,285,1221,1170,375,288,1506,839,667
0274525,Sutton-Alpine,2019,2023,1,1361,36,38,72,14,70,152,222,242,110,176,175,46,8,49.2,160,1201,1187,337,229,1361,885,476
0274610,Takotna,2019,2023,1,67,7,11,11,0,0,27,1,4,1,1,4,0,0,28.9,29,38,38,5,4,67,30,37
0274830,Talkeetna,2019,2023,1,997,26,127,125,74,15,46,191,194,38,62,95,3,1,41.3,352,645,645,131,99,997,491,506
0275050,Tanacross,2019,2023,1,173,13,14,12,15,29,12,30,14,7,13,11,2,1,32.6,49,124,119,18,14,173,107,66
0275077,Tanaina,2019,2023,1,9738,668,732,843,662,646,1374,1532,1147,625,607,585,282,35,34.6,2637,7101,6676,1313,902,9738,5066,4672
0275160,Tanana,2019,2023,1,309,25,28,27,15,16,11,24,29,48,21,41,23,1,46,94,215,212,86,65,309,166,143
0275380,Tatitlek,2019,2023,1,23,0,0,5,0,0,7,0,1,3,0,4,3,0,33.8,5,18,18,7,7,23,12,11
0275480,Tazlina,2019,2023,1,377,25,47,24,20,4,17,86,54,18,26,46,10,0,41.4,116,261,261,78,56,377,184,193
0275930,Teller,2019,2023,1,309,5,27,33,46,25,40,27,25,20,12,25,24,0,31.2,97,212,195,55,49,309,167,142
0276260,Tenakee Springs,2019,2023,1,172,0,6,5,4,0,0,7,27,11,17,76,9,10,65.3,15,157,157,108,95,172,96,76
0276590,Tetlin,2019,2023,1,208,22,15,22,16,21,17,33,21,4,5,24,7,1,26.4,65,143,128,37,32,208,150,58
0277140,Thorne Bay,2019,2023,1,475,35,20,23,41,46,38,22,78,38,51,80,3,0,45.4,103,372,327,116,83,475,236,239
0277690,Togiak,2019,2023,1,993,96,83,75,54,77,141,77,109,66,20,145,38,12,33.3,296,697,669,207,195,993,559,434
0277800,Tok,2019,2023,1,1490,64,115,90,0,51,220,126,257,81,158,225,55,48,48,269,1221,1221,415,328,1490,766,724
0278240,Toksook Bay,2019,2023,1,999,157,125,56,123,40,117,108,123,24,29,57,34,6,24.6,407,592,535,120,97,999,515,484
0278297,Tolsona,2019,2023,1,51,0,0,0,0,0,0,0,0,0,24,27,0,0,65.2,0,51,51,27,27,51,27,24
0278350,Tonsina,2019,2023,1,41,12,0,0,0,0,19,10,0,0,0,0,0,0,32.4,12,29,29,0,0,41,19,22
0278680,Trapper Creek,2019,2023,1,514,7,20,6,31,8,10,38,81,29,78,156,38,12,61.8,53,461,450,256,206,514,301,213
0278790,Tuluksak,2019,2023,1,324,4,0,0,3,3,304,0,3,4,0,0,3,0,33.5,7,317,314,3,3,324,310,14
0279120,Tuntutuliak,2019,2023,1,616,71,60,45,68,34,209,36,31,24,14,15,9,0,27.8,214,402,367,31,24,616,241,375
0279230,Tununak,2019,2023,1,405,55,52,20,43,50,78,20,30,29,13,12,3,0,23.7,150,255,227,21,15,405,225,180
0279780,Twin Hills,2019,2023,1,68,8,5,10,0,6,8,1,5,9,2,14,0,0,32,23,45,44,16,14,68,32,36
0279830,Two Rivers,2019,2023,1,571,0,0,27,19,0,102,44,109,19,49,178,24,0,54.6,46,525,525,251,202,571,362,209
0279890,Tyonek,2019,2023,1,291,5,17,19,19,68,36,43,33,18,27,5,0,1,29.6,52,239,227,21,6,291,182,109
0280100,Ugashik,2019,2023,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,,0,3,3,2,0,3,2,1
0280660,Unalakleet,2019,2023,1,800,84,56,59,33,42,91,144,99,69,43,50,24,6,38.7,219,581,562,87,80,800,368,432
0280770,Unalaska,2019,2023,1,4430,88,198,138,325,311,849,801,871,459,144,220,24,2,38.7,564,3866,3643,320,246,4430,3035,1395
